title;jobPost;;;;
Teachers;Job Title: English Teacher Description: We are Currently Looking for a Hardworking, Enthusiastic and Responsible Teacher to Join Our School on a Permanent Basis from September 2021 on the Beautiful Island of Lefkada Greece. Please send your cv.;;;;
Teachers;Job Title: English Teacher Description: We are hiring an english teacher! The position is for the new school year (start in September) and Employment concerns about 10-12 hours per week, with the ability to be added and others along the way.;;;;
Teachers;Job Title: English Teacher Description: We are hiring an english teacher!The position is for the new school year (start in September) and employment is about 10-12 hours a week, with the ability to add more along the way.;;;;
Teachers;Job Title: Teachers-Tues of German Description: We are looking for devoted German-Tues for free cooperation. Working places are in different cities. These are Thessaloniki, Athens, Xanthi, Orestiada and Kavala. We offer German lessons in small groups all year, depending on their needs. Our crane courses usually last 6-12 weeks and take place daily from Monday to Friday (in consultation with candidates). Here you will find people from all over Greece who are interested in German language and culture. Their aim is to go to Germany after learning the German language and live there as well as work. Duties: - Teach German language students - Basic and Professional Vocabulary/Lessons - Content Syntax: - Very good knowledge of Greek in oral and written - Very good knowledge of German in oral and written - experience in computer use (Word, Excel, Outlook, Skype…) Qualifications (desirable): - Class B driving license is an advantage - Ideally an appropriate training or study - experience in handling or guiding groups - Teaching experience We have caught your interest? Send us your resume by email to: info@security-Hellas.eu samurai Security Hellas Fortress 11-13;;;;
Teachers;Job Title: English Teachers Description: we are looking for dynamic and qualified english language teachers, university degree holders in the fields of efl/esl.the applicants must: be native english speakers or have near native level of englishbe eligible to work in greecehave a valid teaching licence certified by eoppepbe able TEACH USING New Technologies and Willing to Adapt to International Teaching Methodsbe Able to Teach Different Levels and Age-Groups, Including Teaching Young and Very Young Levels as Well As Exam Prep and Adult Classesdeliver Lessons According to the Standards sets. sound knowledge of the business/esp fieldadditional requirements: up-to-date general knowledge of key trends around the world to maintain high level of students' enthusiasmability to demonstrate strategies for effective classroom management across the boardexcellent communication and interpersonal skillscultural sensitivity, tolerance and patiencedemonstrate High Levels of Professional Conductwe Offer: E XCELLENT Working Environmentinitial Inductionon-Going Training on Current Teaching Methods and Exam Techniqueslesson Plans to Assist Teachers in Their Teaching8-Month Part-Time Contract (with the Option of Becoming Full-Time and/Or Extending Oouring Duritry Duri. Stiipulated in the Greek Legislationremuration for Attending Parents' Days and Other Work-Related Eventsstate Health Insurance, Christmas and Easter Bonuses, Holiday Leave Reimburuction. Teaching License (required);;;;
Teachers;Job Title: English/ French/ Spanish teachers Description: We are looking for teachers of English/French/Spanish (native non-native bilingual) for the next school year. Necessary Qualifications: Holder of a degree in teaching in the corresponding language (Hellenic or Foreign University) We have been active in the area since 1998. Our unmistakable principle is the excellent quality in our work. The excellent training of our staff and our experience are a guarantee of the proper learning of foreign languages, we are constantly investing in our facilities and technology by providing our students the perfect combination of personal teaching and technology.;;;;
Teachers;Job Title: English Teachers Description: We are seeking to Employ English Teachers with a minimum of three years' Experience for a Full-Time Role at Our Language Educational Group in Thessaloniki. The Successful Candidates Should Be Native English Speakers, With Greek Knowledge Considered Essential. We Are Looking for Highly Energetic, Creative, Team Players, Who are Passionate About Education, and Interested in An Ontoing Position At The Group. Requirements The Ideal Candidates Must Be Self-Motivated Team Players, Who Are Reliable and Punctual, and Take Pride in the Attention to Detail and Diligence They Display in their work.In Addition, The Candidates Must Have/Be: Bachelor's Degree from a Reputable University in English Literature or Social science. Minimum Three years of Teaching Experience with Adult Students. Comfortable with Teaching Via Online Platforms Such As Zoom, Webex, Skype, Google Meet, etc. Are you intereded?please send your cv to: eduschoolscv@gmail.com;;;;
Teachers;Job Title: English Teacher Description: : 9.00 € - 14.00 € Per Hourexperience: Previous: 1 Year (Preferred) Education: Bachelor's (Preferred) Work Remotely: Temporarily Due to Covid -9;;;;
Teachers;Job Title: English teacher (Kalamaria) Description: 2 English teachers are requested for the new school year by tutorial in the Kalamaria area, comfortably in oral speech, Knowledge of PC and Smartboard handling, communicability, for all levels, desired service.;;;;
Teachers;Job Title: English language teachers Description: A description are requested for immediate recruitment of 2 English Language Professors from a Foreign Language Center in Kalamaria, Thessaloniki.1. For levels up to A2- B1 2. For Lower & Proficiency Necessary Qualifications Teaching License Desired Service in Tutorial Comfort;;;;
Teachers;Job Title: German teacher Description: A description is requested by a German professor with experience in a foreign language tutorial in downtown Thessaloniki.part -time or full -time job.Necessary Qualifications Experience in a corresponding position;;;;
Teachers;Job Title: teachers of English literature Description: A English Literature teachers are requested by a waist tutorial Education in Xanthi. part -time jobs.;;;;
Teachers;Job Title: English teacher Description: A English Professor (for all levels) for the new School year from foreign language tutorials in Perea Thessaloniki.;;;;
Teachers;Job Title: English teacher Description: A English Professor for Foreign Language Center in Kato Patisia is requested in the teaching of English language at all levels. Preferably Native Speaker.;;;;
Teachers;Job Title: English teacher Description: A English Professor for Foreign Language Center in Patras.;;;;
Teachers;Job Title: English teacher Description: A English Professor for Junior and Senior Classes from a Foreign Center languages in Sykies. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English Professor from Foreign Language Center in the North Suburbs Attica (Kryoneri). part -time job.;;;;
Teachers;Job Title: English teacher Description: A English Professor from Foreign Language Center is requested Ampelokipi Attica. Little job of a partial afternoon employment.;;;;
Teachers;Job Title: English teacher Description: A English Professor from Foreign Language Center is requested Ampelokipi Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English Professor in Foreign Language Center in Anthoupoli is requested Attica. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English Professor in Foreign Language Center in Diavata is requested Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English Professor in Foreign Language Tutorial is requested at Ilioupoli Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English Professor in Foreign Language Tutorial is requested at Kordelio Thessaloniki. Subsequent and permanent employment job. Responsibilities: * teaching at junior level;;;;
Teachers;Job Title: English teacher Description: A English Professor in Foreign Language Tutorial is requested at Kordelio Thessaloniki. Subsequent and permanent employment job. Responsibilities: * Teaching at senior levels;;;;
Teachers;Job Title: English teacher Description: A English Professor in Foreign Language Tutorial is requested at Pikermi Attica for the school year 2020 - 2021.;;;;
Teachers;Job Title: English teacher Description: A English Professor in Foreign Language Tutorial is requested at Triandria of Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English Professor in Foreign Language Tutorial is requested in Filiro Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English Professor in Foreign Language Tutorial is requested in the new Efkarpia Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English Professor of English, English Literature graduate, in Foreign language tutorial based in Kalamaria. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English Professor of Foreign Language Tutorial is requested in the Forest Thessaloniki. full -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher (all levels) are requested by a foreign tutorial Languages in Agios Dimitrios. full -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher for foreign language tutorials are requested at Perea Thessaloniki. part -time jobs, afternoon Monday, Tuesday, Wednesday, Thursday for small levels.;;;;
Teachers;Job Title: English teacher Description: A English teacher in a foreign language tutorial is requested in Gerakas and in Pallini, Attica. full -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher in a foreign language tutorial is requested in Koropi Attica. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested at a foreign language center in Argyroupoli Attica.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested at a foreign language center in Chalandri and Marousi Attica. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested at a foreign language center in Evosmos Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested by a foreign language center in Oreokastro Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested by a foreign language tutorial at East Thessaloniki. full -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested by a foreign language tutorial in Center of Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested by a large teacher's tutorials Organization in Thessaloniki. part -time job;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested for all levels from a foreign language center in western Thessaloniki.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested for the new school year 2020 -2021 by Foreign language tutorial in downtown Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested for the new school year in a foreign center Languages in Na Harilaou Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested for the school year 2020-2021 by Foreign language tutorial in Patras. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested for the school year 2020-2021 by Foreign Language Tutorial in Stavroupoli, Thessaloniki. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested in a foreign language center in Agia Friday Attica.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested in a foreign language center in Ampelokipi Thessaloniki.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested in a foreign language center in Ampelokipi Thessaloniki.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested in a foreign language center in her area Nice. full -time or part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested in a foreign language center in her area Nice. full -time or part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested in a foreign language center in Pagrati Attica. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested in the Akademia area plato. part -time job.;;;;
Teachers;Job Title: English teacher Description: A English teacher is requested with tutorial experience in Evosmos Thessaloniki. part -time jobs.;;;;
Teachers;Job Title: German teacher Description: A German professor with experience from a foreign tutorial Languages in the center of Thessaloniki. part -time or full -time job.;;;;
Teachers;Job Title: English teacher Description: A graduate Professor of English Literature with necessary experience at all levels and degrees for English Center in the Northern Suburbs.;;;;
Systems Engineer;Job Title: Software Integration Engineer Description: At Qualco We Make High-Performing, Scalable, Enterprise Software and Offer High Value Business Services for the Credit & Debt Management Industry. With offices in Athens, UK, France and Cyprus, We Serve Over 70 Clients in More Than 11 Countries and We Keep Growing.we Are Looking for a Software Integrization Engineer to Join Oour Team in Athens. Our Goal is to Ensure The Optimal Delivery of Qualco Software Products, Aiming to Maximize the Value That Our Clients Get Form Our Products and Bring Measurable Improvements to Their Business Performance.as A Software Integri be involved in projects implementation and:participate in various phases of the software adaptation process from client requirement analysis to downstream production lead the integration analysis with clients' data sources and participate the business analysis to ensure client's business processes are addressed from qualco software solutions existing Functionality? Perform Advanced and Highly Complex Etl Design and Development for Migration, Integration From Client Legacy/Core System (S) To Qualco Enterprise-Class Line-of and Talend Open Studio) and T-SQL Contribute in All Phases of the Project Delivery Lifecycle (Integration/Migration Analysis, Design, Code, Unit Testing and Technical Documentation) and Ensure Quality Standards A adhered to Understand Product Fun. The Best Fit of the Product to the Client's Business Needs Take Part In The Problem and Change Management Processes - During the Support & Maintenance Phases - by Implementing Bug Fixes, Upgrades and Enhancements to Enable Existing Clients Agreed Deliverables? Continually Seek Opportunities to Increase Customer Satisfaction and Enhance Client Relationships? Andstay Current with the Latest Technologies, Methods and Tools.Above All We Are Looking for Bright, Intereded and Motivated People, Keen to Take Aychnically Challenging Position Working Within A Team Atmosope.Requirements/MS DEGREE In? Subject Proven Record in Developing Data Intensive Application and Services Excellent Knowledge of Relational Data Models, Databases and Related Concepts Very Good Knowledge of MS SQL Server-6 Years of Expection + Years of Experience Basic Programming Skills in Object-Oriented Programming and Development Principles within the .net Framework Using C#, VB.net, Asp.net, as well as Java Working Experience with Microsoff IIS (6.0 And 7.0 and 7.0 and 7.0 And 7.0) Facing, Analytical and Problem Solving Skills A Firm Command of the English Language and Excellent Oral and Written Communication Skills andavailability for travelling abroad as needed is highly required.benefitson top of challenging work and a competitive salary, we are offering:private health insurance planmobile telephony and data planfree coffee and beverageseducational expenses for courses, certifications or booksyour race, gender identity and expression, age , Ethnicity or Disability Make No Difference in Qualco. We want to attract, develop, promote, and retain the best people based only on their abilities and behaviour.;;;;
Systems Engineer;Job Title: DB Administrator - Application Developer Description: DB Administrator - Application Developer Description Law Firm in Athens is looking for an employee for the MIS part of the company, who will be responsible for reporting and developing applications based on the needs. Necessary Qualifications Excellent knowledge and experience of SQL Server 2008/2012 Excellent Microsoft Office Applications Experience Necessary Experience in Development and Implementation Apps Necessary Knowledge of SSRS and SSIS of Microsoft Desired Knowledge VB6 and C Sharp Experience Reporting Position Ability to work under pressure Solving Problem Good Communication and Teamwork Effectiveness, Reliability and Adaptability The Company offers competitive salaries Job Requirements;;;;
Systems Engineer;Job Title: DB Administrator - Application Developer Description: DB Administrator - Application Developer Description Law Firm in Athens is looking for an employee for the MIS part of the company, who will be responsible for reporting and developing applications based on the needs. Necessary Qualifications Excellent knowledge and experience of SQL Server 2008/2012 Excellent Microsoft Office Applications Experience Necessary Experience in Development and Implementation Apps Necessary Knowledge of SSRS and SSIS of Microsoft Desired Knowledge VB6 and C Sharp Experience Reporting Position Ability to work under pressure Solving Problem Good Communication and Teamwork Effectiveness, Reliability and Adaptability The Company offers competitive salaries Job Requirements;;;;
Systems Engineer;"Job Title: BSS Charging Systems Integration Engineer Description: Ericsson Overview Ericsson is a World-Leading Provider of Telecommunications Equipment & Services to Mobile & Fixed Network Operators. Over 1,000 Networks in More Than 180 Countries Use Ericsson Equipment, & More Than 40 Percent of the World's Mobile Traffic Passes Through Ericsson Networks. Using Innovation to Empower People, Business & Society, We Are Working Towards the Networked Society, in which everything that can benefit from a connection will have one. At Ericsson, We Apply Our Innovation to Market-Based Solutions That Empower People & Society to Help Shape a More Sustainable World. We are truly a Global Company, Working Across Borders in 175 Countries, Offering A Diverse, Performance-Driven Culture & An Innovative & Engaging Environment where Employees Enhance Their Potential Everyday. Our Employees Live Our Vision, Core Values ​​& Guiding Principles. they share a passion to win & a high responsiveness to customer needs that in turn makeies a desirable partner to our clients. To Ensure Professional Growth, Ericsson Offers a Stimulating Work Experience, Continuous Learning & Growth Opportunities That Allow You to Acquire The Knowledge & Skills Necessary to Reach Your Career Goals. Job Summary Ericsson Trainee Program Aims to Build the Next Generation of Employees in Our Market Area by Attracting the Most Competent, High Performing and Motivated Young People in the Industry. BSS Charging Systems Engineers Job Description:  As an Engineer, The Candidate Will Investigate, Deliver Restorations and Produce Solutions in the BSS (Billing, Charging, Mediation) Area for Ericsson Customers. The role is part of customer team and work in customer premises or remotely for the customer wherever Possible. The Administrator Installs, Configures, Setup The Required Customer Products/Systems and Their Relative Sizing and Optimization. The Engineer Tester Tests The Customer Systems Duties (Both Overall and/or Per InDividual Modules/Components) and Idenifies All Anomalies Respect of System Specification and Makes A first diagnosis of Possible Causes. Integration: Installation, Configuration and Integration of Ericsson's OCS Charging Systems Solutions (Work with the Customer on-Site or from the Back-Office as a Member of the Impelementation Team) Support: Investigate Technical Problems, Troubleshooter Systo. , Participate in the Remedy of Systems in Case of Critical Situations. Participation on Business Configuration in Accordance to Customer's Service Contract. Personal Qualifications: Bachelor Degree in Computer Science, Engineering or Equivalent. New Graduates or Employees with Small Working Experience (Up to Two Years) Good Written and Spoken English Good Attitude & Interpersonal Skills Able to Perform in a Multi-Tasking and Team-Oriviant ENVIRONMENTA Open Source ""Knowledge,"" Hands on ""Approach and A"" Can Do ""Attitude Technical Skills: Good Knowledge on Operating System (Linux, Solaris). VM Knowledge (VMware, Vitrualbox Etc.) would be a plusknowledge of Shell Scripting (Perl, Python and Java Will Be An Added Advantage) Database Knowledge (Oracle, Pl/SQL, Postgresql, Mysql) Experience Withence: on basic networking concepts. CCNA would be a plus Exposure to Open Source Technologies Good GSM Undersion Ericsson Provides Equal Employment Opportunities (EEO) to All Employees and Applicants for Employment Without Regard to Race, Color, Religation, Sex, Sex, National Origin, Ethnic Background, Age, Disability, Political Opinion, Social Status, Veteran Status, Union Membership or Genetics. Ericsson Complies with Applicable Country, State and All Laws Governing Nondiscrimination in Employment in Every Location Across the World in which the Company Has Facilities. In Addition, Ericsson Supports the Un Guiding Principles for Business and Human Rights and the United Nations Global Compact. This Policy Applies of All Terms and Conditions of Employment, Including Recruiting, Hiring, Placement, Promotion, Termination, Layoff, Recall, Transfer, Leaves of Absense, Compensation, Training and Development. Ericsson Expressly Prohibits Any Form of Workplace Harassment Based on Race, Color, Religion, Sex, Sexual Orientation, Marital Status, Pregnancy, Parental Status, National Origin, Ethnic Background, Age, Dismality, Polital Opin, or Genetic Information. Job Requirements";;;;
Systems Engineer;"Job Title: BSS Charging Systems Integration Engineer Description: Ericsson Overview Ericsson is a World-Leading Provider of Telecommunications Equipment & Services to Mobile & Fixed Network Operators. Over 1,000 Networks in More Than 180 Countries Use Ericsson Equipment, & More Than 40 Percent of the World's Mobile Traffic Passes Through Ericsson Networks. Using Innovation to Empower People, Business & Society, We Are Working Towards the Networked Society, in which everything that can benefit from a connection will have one. At Ericsson, We Apply Our Innovation to Market-Based Solutions That Empower People & Society to Help Shape a More Sustainable World. We are truly a Global Company, Working Across Borders in 175 Countries, Offering A Diverse, Performance-Driven Culture & An Innovative & Engaging Environment where Employees Enhance Their Potential Everyday. Our Employees Live Our Vision, Core Values ​​& Guiding Principles. they share a passion to win & a high responsiveness to customer needs that in turn makeies a desirable partner to our clients. To Ensure Professional Growth, Ericsson Offers a Stimulating Work Experience, Continuous Learning & Growth Opportunities That Allow You to Acquire The Knowledge & Skills Necessary to Reach Your Career Goals. Job Summary Ericsson Trainee Program Aims to Build the Next Generation of Employees in Our Market Area by Attracting the Most Competent, High Performing and Motivated Young People in the Industry. BSS Charging Systems Integration Engineer Job Description:  As an Engineer, The Candidate Will Investigate, Deliver Restorations and Produce Solutions in the BSS (Biling, Charging, Mediation) Area for Ericsson Customers. The role is part of customer team and work in customer premises or remotely for the customer wherever Possible. The Administrator Installs, Configures, Setup The Required Customer Products/Systems and Their Relative Sizing and Optimization. The Engineer Tester Tests The Customer Systems Duties (Both Overall and/or Per InDividual Modules/Components) and Idenifies All Anomalies Respect of System Specification and Makes A first diagnosis of Possible Causes. Integration: Installation, Configuration and Integration of Ericsson's OCS Charging Systems Solutions (Work with the Customer on-Site or from the Back-Office as a Member of the Impelementation Team) Support: Investigate Technical Problems, Troubleshooter Systo. , Participate in the Remedy of Systems in Case of Critical Situations. Participation on Business Configuration in Accordance to Customer's Service Contract. Personal Qualifications: Bachelor Degree in Computer Science, Engineering or Equivalent. New Graduates or Employees with Small Working Experience (Up to Two Years) Good Written and Spoken English Good Attitude & Interpersonal Skills Able to Perform in a Multi-Tasking and Team-Oriviant ENVIRONMENTA Open Source ""Knowledge,"" Hands on ""Approach and A"" Can Do ""Attitude Technical Skills: Good Knowledge on Operating System (Linux, Solaris). VM Knowledge (VMware, Vitrualbox Etc.) Would Be a Plus Knowledge of Shell Scripting (Perl, Python and Java Will Be An Added Advantage) Database Knowledge (Oracle, Pl/SQL, Postgresql, Mysql) Experience Withence Withese: Knowledge on Basic Networking Concepts. CCNA would be a plus Exposure to Open Source Technologies Good GSM Undersion Ericsson Provides Equal Employment Opportunities (EEO) to All Employees and Applicants for Employment Without Regard to Race, Color, Religation, Sex, Sex, National Origin, Ethnic Background, Age, Disability, Political Opinion, Social Status, Veteran Status, Union Membership or Genetics. Ericsson Complies with Applicable Country, State and All Laws Governing Nondiscrimination in Employment in Every Location Across the World in which the Company Has Facilities. In Addition, Ericsson Supports the Un Guiding Principles for Business and Human Rights and the United Nations Global Compact. This Policy Applies of All Terms and Conditions of Employment, Including Recruiting, Hiring, Placement, Promotion, Termination, Layoff, Recall, Transfer, Leaves of Absense, Compensation, Training and Development. Ericsson Expressly Prohibits Any Form of Workplace Harassment Based on Race, Color, Religion, Sex, Sexual Orientation, Marital Status, Pregnancy, Parental Status, National Origin, Ethnic Background, Age, Dismality, Polital Opin, or Genetic Information. Primary Country and City: Greece (gr) || || Athens || Consulting & Sysint it? Prodmgt? R&D Salesstratmkt & Commgt Serveng? Sharedserv? Stud & yp Supply & Log Job Requirements";;;;
Systems Engineer;"Job Title: BSS Charging Systems Integration Engineer - Graduate Description: Ericsson Overview Ericsson is a World-Leading Provider of Telecommunications Equipment & Services to Mobile & Fixed Network Operators. Over 1,000 Networks in More Than 180 Countries Use Ericsson Equipment, & More Than 40 Percent of the World's Mobile Traffic Passes Through Ericsson Networks. Using Innovation to Empower People, Business & Society, We Are Working Towards the Networked Society, in which everything that can benefit from a connection will have one. At Ericsson, We Apply Our Innovation to Market-Based Solutions That Empower People & Society to Help Shape a More Sustainable World. We are truly a Global Company, Working Across Borders in 175 Countries, Offering A Diverse, Performance-Driven Culture & An Innovative & Engaging Environment where Employees Enhance Their Potential Everyday. Our Employees Live Our Vision, Core Values ​​& Guiding Principles. they share a passion to win & a high responsiveness to customer needs that in turn makeies a desirable partner to our clients. To Ensure Professional Growth, Ericsson Offers a Stimulating Work Experience, Continuous Learning & Growth Opportunities That Allow You to Acquire The Knowledge & Skills Necessary to Reach Your Career Goals. Job Summary Ericsson Trainee Program Aims to Build the Next Generation of Employees in Our Market Area by Attracting the Most Competent, High Performing and Motivated Young People in the Industry. BSS Charging Systems Integration Engineer - Graduate Job Description:  As An It Engineer, The Candidate Will Investigate, Deliver Restorations and Produce Solutions in the BSS (Billing, Charging, Mediation) Area for Ericsson Customers. The role is part of customer team and work in customer premises or remotely for the customer wherever Possible. The Administrator Installs, Configures, Setup The Required Customer Products/Systems and Their Relative Sizing and Optimization. The Engineer Tester Tests The Customer Systems Duties (Both Overall and/or Per InDividual Modules/Components) and Idenifies All Anomalies Respect of System Specification and Makes A first diagnosis of Possible Causes. Integration: Installation, Configuration and Integration of Ericsson's OCS Charging Systems Solutions (Work with the Customer on-Site or from the Back-Office as a Member of the Impelementation Team) Support: Investigate Technical Problems, Troubleshooter Systo. , Participate in the Remedy of Systems in Case of Critical Situations. Participation on Business Configuration in Accordance to Customer's Service Contract. Personal Qualifications: Bachelor Degree in Computer Science, Engineering or Equivalent. New Graduates or Employees with Small Working Experience (Up to Two Years) Good Written and Spoken English Good Attitude & Interpersonal Skills Able to Perform in a Multi-Tasking and Team-Oriviant ENVIRONMENTA Open Source ""Knowledge,"" Hands on ""Approach and A"" Can Do ""Attitude Technical Skills: Good Knowledge on Operating System (Linux, Solaris). VM Knowledge (VMware, Vitrualbox Etc.) Would Be a Plus Knowledge of Shell Scripting (Perl, Python and Java Will Be An Added Advantage) Database Knowledge (Oracle, Pl/SQL, Postgresql, Mysql) Experience Withence Withese: Knowledge on Basic Networking Concepts. CCNA would be a plus Exposure to Open Source Technologies Good GSM Undersion Ericsson Provides Equal Employment Opportunities (EEO) to All Employees and Applicants for Employment Without Regard to Race, Color, Religation, Sex, Sex, National Origin, Ethnic Background, Age, Disability, Political Opinion, Social Status, Veteran Status, Union Membership or Genetics. Ericsson Complies with Applicable Country, State and All Laws Governing Nondiscrimination in Employment in Every Location Across the World in which the Company Has Facilities. In Addition, Ericsson Supports the Un Guiding Principles for Business and Human Rights and the United Nations Global Compact. This Policy Applies of All Terms and Conditions of Employment, Including Recruiting, Hiring, Placement, Promotion, Termination, Layoff, Recall, Transfer, Leaves of Absense, Compensation, Training and Development. Ericsson Expressly Prohibits Any Form of Workplace Harassment Based on Race, Color, Religion, Sex, Sexual Orientation, Marital Status, Pregnancy, Parental Status, National Origin, Ethnic Background, Age, Dismality, Polital Opin, or Genetic Information. Primary Country and City: Greece (gr) || || Athens || Consulting & Sysint it? Prodmgt? R&D Salesstratmkt & Commgt Serveng? Sharedserv? Stud & yp Supply & Log Job Requirements";;;;
Systems Engineer;Job Title: Integration Engineer Description: ICAP Executive Search & Selection is one of the premium consultancies and part of ICAP People & Employment Solutions, The Largest HR Services Provider in Greece and Cyprus. With More Than 50 Years of Experience, WE Specialize in Assessing and Recruiting Senior to Middle Level Executives Across All Sectors. On Behalf of Our Client, Alpha Bank, A Leading Systemic Banking Organization, We Are Looking for a Qualified Integration Engineer to Join a Team of Driven Professionals. Integration Engineer (5738/IE/ESS/GR) Role and Responsibilities: Responsible for the Technical Validation of the Solutions, which are provided by suppliers, as well as the creation of software for interconnection of hetereogeous. integrated solutions, utilizing specific methodology, approach and technology involvement with business users, product owners and other technicians to analyze and identify functional and non-functional specifications identify and resolve issues of production environment close cooperation with it operation team job requirements bachelor's degree in computer science Or Related Field Required Excellent Verbal and Written Communication Skills in Greek and English 1-4 Years of Relevant Experience Working as Integration Engineer 1-3 Years of Relevant Experience Working Directly With Software Develment Teams EXPERENCE IN SO. Proven Experience in the Design and Development of Java Web Service Applications Deep Knowledge of Java Enterprise Edition Principles and Experience in Development of Java business rules management and business process management applications understanding of web, mobile, cloud and api development concepts and design patterns understanding of soa offerings with proven experience in the design and delivery of web services for systems integration between systems including legacy systems and third-party companies /Organizations (E.G. Restful, WCF, Webapi etc.). Strong Analytical and Innovative Thinking and Problem-Solving Skills. Communication and Interpersonal Skills Being Able to Set Priorities and Personal Goals Being Consistent with Deadlines;;;;
Systems Engineer;Job Title: Integration Engineer Description: ICAP Executive Search & Selection is one of the premium consultancies and part of ICAP, The Largest HR Services Provider in Greece and Cyprus. With More Than 50 Years of Experience, WE Specialize in Assessing and Recruiting Senior to Middle-Level Executives Across All Sectors. On Behalf of Our Client, Alpha Bank, A Leading Systemic Banking Organization, We Are Looking for a Qualified Integration Engineer to Join a Team of Driven Professionals. Integration Engineer (5738/IE/ESS/GR) Role and Responsibilities: Responsible for the Technical Validation of the Solutions, which are provided by suppliers, as well as the creation of software for interconnection of hetereogeous. integrated solutions, utilizing specific methodology, approach and technology involvement with business users, product owners and other technicians to analyze and identify functional and non-functional specifications identify and resolve issues of production environment close cooperation with it operation team Job Requirements bachelor’s degree in computer science or related field required excellent verbal and written communication skills in greek and english 1-4 years of relevant experience working as integration engineer 1-3 years of relevant experience working directly with software development teams experience in soa application design. Proven Experience in the Design and Development of Java Web Service Applications Deep Knowledge of Java Enterprise Edition Principles and Experience in Development of Java business rules management and business process management applications understanding of web, mobile, cloud and api development concepts and design patterns understanding of soa offerings with proven experience in the design and delivery of web services for systems integration between systems including legacy systems and third-party companies /Organizations (E.G. Restful, WCF, Webapi etc.). Strong Analytical and Innovative Thinking and Problem-Solving Skills. Communication and Interpersonal Skills Being Able to Set Priorities and Personal Goals Being Consistent with Deadlines;;;;
