title;jobPost
Technicians;Job Title: electricians and assistants of electrician Description: ELECTRICAL AND ELECTRICAL Assistants are requested by the ABT Technical Company with Headquartered in Thessaloniki for work in European Union countries.positions It is full -time employment.
Technicians;Job Title: Electrical Engineers/ Electricians/ Automation Engineers Description: Electrical Engineers/ Craftsmen Electricians/ Engineers are requested Automation by a company specializing in pumping trade Systems, Electrical Material, Pump Automation and Industrial Equipment based in Sindou Industrial Council. full -time jobs.
Technicians;Job Title: Electricians - Electrical Assistants Description: Electricians - electricians and assistant electricians are requested by Technical Company of Electrical Installations for Work in Heraklion, Crete. full -time jobs. *Interested parties you can call: 6972329519 \- 6977651576
Technicians;Job Title: electricians and assistants Description: Electricians & Assistants are requested to install fiber optic Thessaloniki. full -time job.
Technicians;"Job Title: Electricians / Industrial Installations Electronics Description: Electricians / electronic facilities up to 40 years of industrial installations are requested with at least 5 years of experience in manufacturing machines, license to practice, 150 kW of movement.The knowledge in the electrical design and industrial automation is unquestionable.The company offers full -time employment in an environment with many opportunities for evolution. or at Fax 210 2404738, code ""EL-2020""."
Technicians;"Job Title: Electricians / Industrial Installations Electronics Description: Electricians / electronic facilities up to 40 years of industrial installations are requested with at least 5 years of experience in manufacturing machines, license to practice, 150 kW of movement.The knowledge in the electrical design and industrial automation is unquestionable.The company offers full -time employment in an environment with many opportunities for evolution. or at fax 210 2404738 with ""EL-2020"" code."
Technicians;"Job Title: Electricians / Industrial Installations Electronics Description: Electricians / electronic facilities up to 40 years of industrial installations are requested with at least 5 years of experience in manufacturing machines, license to practice, 150 kW of movement.The knowledge in the electrical design and industrial automation is unquestionable.The company offers full -time employment in an environment with many opportunities for evolution. or at fax 210 2404738 with ""EL-2020"" code."
Technicians;"Job Title: Electricians / Industrial Installations Electronics Description: Electricians / electronic facilities up to 40 years of industrial installations are requested with at least 5 years of experience in manufacturing machines, license to practice, 150 kW of movement.The knowledge in the electrical design and industrial automation is unquestionable.The company offers full -time employment in an environment with many opportunities for evolution. or at fax 210 2404738 with ""EL-2020"" code."
Technicians;"Job Title: Electricians / Industrial Installations Electronics Description: Electricians / electronic facilities up to 40 years of industrial installations are requested with at least 5 years of experience in manufacturing machines, license to practice, 150 kW of movement.The knowledge in the electrical design and industrial automation is unquestionable.The company offers full -time employment in an environment with many opportunities for evolution. or at fax 210 2404738 with ""EL-2020"" code."
Technicians;"Job Title: Electricians / Industrial Installations Electronics Description: Electricians / electronic facilities up to 40 years of industrial installations are requested with at least 5 years of experience in manufacturing machines, license to practice, 150 kW of movement.The knowledge in the electrical design and industrial automation is unquestionable.The company offers full -time employment in an environment with many opportunities for evolution. or at fax 210 2404738 with ""EL-2020"" code."
Technicians;"Job Title: Electricians / Industrial Installations Electronics Description: Electricians / electronic facilities up to 40 years of industrial installations are requested with at least 5 years of experience in manufacturing machines, license to practice, 150 kW of movement.The knowledge in the electrical design and industrial automation is unquestionable.The company offers full -time employment in an environment with many opportunities for evolution. or at fax 210 2404738 with ""EL-2020"" code."
Technicians;Job Title: electricians and assistants Description: Electricians and assistants from a technical company are requested in Germany. full -time job.
Technicians;Job Title: Electricians from factory in the Netherlands for permanent employment Description: Electricians are requested by a factory in the Netherlands for permanent employment. Necessary service in a similar position in Greece.Good knowledge of English. Provided: Accommodation and Security.Net monthly salary: 3000 € -3300 €.age: to 55 years old.Send resumes with photo.
Technicians;Job Title: Electricians (Industrial Sindos) Description: Electricians are requested by a factory of inscriptions in the Industrialist Sindos. _ full -time work work._ _The position has a height work (stairs - scaffolding - crane) ._
Technicians;Job Title: Electricians - VIPETH Sindos Description: Electricians are requested by a factory of inscriptions in the Industrialist Sindos. full -time job.
Technicians;Job Title: Electricians - VIPETH Sindos Description: Electricians are requested by a factory of inscriptions in the Industrialist Sindos. full -time job.
Technicians;Job Title: electricians Description: Electricians are requested by a factory of inscriptions in the Industrialist Sindos. full -time job. The position has a height work (stairs - scaffolding - crane).
Technicians;Job Title: electricians Description: Electricians are requested by a technical company in Athens. full -time jobs.
Technicians;Job Title: electricians Description: Electricians are requested by electrical installations company in Thessaloniki. full -time jobs.
Technicians;"Job Title: electricians Description: Electricians are requested by the inscription and advertising company Construction ""Hellenic Inscriptions SA"" in the Industrial Area full -time job. The position has a height work (stairs - scaffolding - crane)."
Technicians;Job Title: Electricians - Sindos Thessaloniki Description: Electricians are requested for a factory food unit in the area of Sindos - Thessaloniki.satisfactory earnings.The service is necessary in a similar position.A corporate bus is provided for moving.
Technicians;Job Title: Electricians - Sindos Thessaloniki Description: Electricians are requested for a factory food unit in the area of Sindos - Thessaloniki.satisfactory earnings.The service is necessary in a similar position.A corporate bus is provided for moving.
Technicians;Job Title: electricians Description: Electricians are requested for work in Karditsa. Permanent employment positions.
Technicians;Job Title: electricians Description: Electricians are requested for work in Karditsa.Permanent employment positions.
Technicians;Job Title: electricians Description: Electricians are requested in a technical company in Patras. full -time jobs (shift work).
Technicians;Job Title: electricians Description: Electricians are requested with basic electrical knowledge and experience in below tools: * Electrolia * Drepano * wheel
Technicians;"Job Title: electricians Description: ELECTROLOGISTS ARE REQUIRED by the inscription and advertising company Construction ""Hellenic Inscriptions SA"" in the Industrial Area. _ full -time work work._ _The position has a height work (stairs - scaffolding - crane) ._"
Technicians;Job Title: plumber and assistant hydraulic Description: Elinco SA is calling for a hydraulic and plumbing assistant for instant fire and extinguishing and extinguishing system.Experience in such facilities is welcome but not necessary.Telephone contact at 210 99 52 202 (Ms Kostopoulou). Working: Full employment
Technicians;Job Title: electricians / engineers Description: ENGINEER & ELECTRICAL/ELECTRONIC VEHICLE WANTED FOR FULL EMPLOYMENT for a large recycling workshop workshop: Restuguiting and repair of the vehicle's engine Set and maintenance of the vehicle equipment Damaged components holder of a car/electrician/electrician license holder (considered an additional qualification) TEI or IEK graduate. With a specialty of car or electrician/ electronic car engine relative work experience in a corresponding position of at least 5 years fulfilled military obligations, organizational, consistency and team spirit The company offers: Satisfactory Package
Technicians;Job Title: Craftsmen of electricians (abroad) Description: Enimeris.com's Human Resources Department is looking for Customer electricians for work in European Union countries.
Technicians;Job Title: Electricians of installations and assistants (Greece and abroad) Description: Enimeris.com's Human Resources Department is looking for Customer Electricians of Installation and Assistants for Work in Greece and abroad
Technicians;Job Title: instrumental artisans / craftsmen Electricians Description: Experience in: Construction of automation tables, electrical industrial installations, installation and maintenance of instruments and analysts
Technicians;Job Title: Airite Electricians Description: Experienced Electricians are requested by a technical company for project he has taken over in Leros. The position concerns a two -month contract (favorable).
Technicians;Job Title: electricians Description: Experienced electricians from a technical company in Acharnes are requested. full -time job.
Technicians;Job Title: field technicians (electricians, telecommunications Description: For technical support of advanced technology machinery and positions of heads.
Technicians;Job Title: Engineers (politicians, topographers, engineers, electricians) Description: FRIGGO STAL SA, Technical Company is seeking to staff its construction sites, In the region of Thessaly: * civil engineers * Surveyors Engineers * Mechanical / Electrical Engineers
Technicians;Job Title: Engineers (politicians, topographers, engineers, electricians) Description: FRIGO STALL SA, a technical company is seeking to staff its construction sites in the Thessaly area: Civil Engineering Surveying Mechanical Engineers / Electrical Engineers
Technicians;Job Title: experienced plumber in Düsseldorf Description: From _alpha Jobs, _ by a large building company in Germany (Düsseldorf area), an experienced hydraulic up to 50 years of age is immediately requested for permanent employment. It is not necessary to know German language
Technicians;Job Title: experienced electricians in Düsseldorf Description: From _alpha Jobs, _ by a large building company in Germany (Düsseldorf area), experienced electricians up to 50 years of age are requested immediately for permanent employment
Technicians;Job Title: Engineers / Car Electricians & Technical Workshops Description: From a TOUTA authorized workshop in Neapoli Thessaloniki Required Engineers / Car Electricians & Technical Advisors workshop. full -time jobs. Responsibilities: * Engineers/Electricians of Car: Diagnosis of Damage * Workshop Technical Consultants: Customer Receipt and Organizing Workshop Flow
Technicians;Job Title: plumber Description: FROM ASSOCIAL MAINTENANCE COMPANY CONSTRUCTION LOOKING FOR MINIMUM WORK IN HOSPITALS AND COMPANIES.
Technicians;Job Title: Mechanical (two positions) & electricians (two positions) Description: Group of Industrial Enterprises Wishes to integrate into its human resources, for the factory in the Industrialists of Patras: Mechanical (Two positions) & Electricians (two positions) Required Engineers: Degree of TEI or corresponding to a Mechanical Engineer. Good knowledge of English (in oral and written speech). Good knowledge of mechanical designs. Knowledge of automation of productive machines. Prior service capable of developing the next skills: repair of mechanical failures, outrage and replacement. For male candidates fulfilled military obligations. Good knowledge of English (in oral and written speech). Good knowledge of electrical plans. Knowledge of automation of productive machines. Prior service capable of developing the following skills: detection and removal of electrical damage to automation provisions. For male candidates fulfilled military obligations.
Technicians;Job Title: Mechanical & Electricians Description: Group of Industrial Enterprises, wishes to integrate into its human resources, for the factory in the Industrialists of Patras: Mechanical & Electricians Required Engineers: Degree in TEI of Mechanical Engineer. Experience in repair and maintenance of lifting machinery, with electric and diesel engines. Good knowledge of English. (written, oral speech & technical terminology) Good knowledge of mechanical designs. Knowledge of mechanical automation of productive machines. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. For male candidates fulfilled military obligations. Receive the role: He is a member of the maintenance team under the maintenance head. It undertakes scheduled maintenance of lifting machinery, based on manufacturer specifications. It undertakes the restoration of damage and is responsible for the proper operation of the lifting machinery and the supply of spare parts, in cooperation with the relevant departments. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance based on the technical needs of the factory. It helps to upgrade technical installations and equipment. It offers its know -how to production workers in matters of its subject, ensuring proper handling of equipment. They provide: interesting work. Payments analogous to work qualifications. continuous education. Very good work environment. Excerpts of electricians: AEI degree or TEI of Electrical Engineering. Very good English language knowledge. (written, oral speech & technical terminology) Excellent computer knowledge (MS Office environment). Very good knowledge of electrical design knowledge knowledge of electrical automation of productive engine. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. Prior service capable of developing subsequent skills in an industrial environment: maintenance & repair of E/M equipment, detection and removal of electrical damage to automation provisions. For male candidates fulfilled military obligations. Receive the role: He is a member of the maintenance team under the maintenance head. It makes corrective moves aimed at optimally operation of equipment during the production process. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance on the basis of the technical needs of the factory and proposes solutions. It contributes to the upgrading of technical installations and equipment and submits proposals with the aim of increasing the production process. It offers its know -how to production workers in its subject matter, ensuring the proper handling of equipment. It will be taken into account: knowledge of design in a CAD environment. Service in an industrial environment. Degree degree. Add: Interesting Object. Payments analogous to work qualifications. continuous education. Very good work environment.
Technicians;Job Title: Mechanical & Electricians Description: Group of Industrial Enterprises, wishes to integrate into its human resources, for the factory in the Industrialists of Patras: Mechanical & Electricians Required Engineers: Degree in TEI of Mechanical Engineer. Experience in repair and maintenance of lifting machinery, with electric and diesel engines. Good knowledge of English. (written, oral speech & technical terminology) Good knowledge of mechanical designs. Knowledge of mechanical automation of productive machines. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. For male candidates fulfilled military obligations. Receive the role: He is a member of the maintenance team under the maintenance head. It undertakes scheduled maintenance of lifting machinery, based on manufacturer specifications. It undertakes the restoration of damage and is responsible for the proper operation of the lifting machinery and the supply of spare parts, in cooperation with the relevant departments. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance based on the technical needs of the factory. It helps to upgrade technical installations and equipment. It offers its know -how to production workers in matters of its subject, ensuring proper handling of equipment. They provide: interesting work. Payments analogous to work qualifications. continuous education. Very good work environment. Excerpts of electricians: AEI degree or TEI of Electrical Engineering. Very good English language knowledge. (written, oral speech & technical terminology) Excellent computer knowledge (MS Office environment). Very good knowledge of electrical design knowledge knowledge of electrical automation of productive engine. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. Prior service capable of developing subsequent skills in an industrial environment: maintenance & repair of E/M equipment, detection and removal of electrical damage to automation provisions. For male candidates fulfilled military obligations. Receive the role: He is a member of the maintenance team under the maintenance head. It makes corrective moves aimed at optimally operation of equipment during the production process. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance on the basis of the technical needs of the factory and proposes solutions. It contributes to the upgrading of technical installations and equipment and submits proposals with the aim of increasing the production process. It offers its know -how to production workers in its subject matter, ensuring the proper handling of equipment. It will be taken into account: knowledge of design in a CAD environment. Service in an industrial environment. Degree degree. Add: Interesting Object. Payments analogous to work qualifications. continuous education. Very good work environment.
Technicians;Job Title: engineers and electricians Description: Group of Industrial Enterprises, wishes to integrate into its human resources, for the factory in the Industrialists of Patras: Mechanical & Electricians Required Engineers: Degree in TEI of Mechanical Engineer. Good knowledge of English. (written, oral speech & technical terminology) Good knowledge of mechanical designs. Knowledge of mechanical automation of productive machines. Ability to solve technical problems and time management. Ability to organize, methodicality, analytical thinking and teamwork. Adaptability, flexibility, developed communication skills and the ability to work in a demanding environment. Ability to work in shifts. Experience in repair and maintenance of lifting machinery, with electric and diesel engines, will be estimated as an additional qualification. For male candidates fulfilled military obligations. Receive the role: He is a member of the maintenance team under the maintenance head. It undertakes the resolution of the lesions if they occur during the production process. It participates in regular preventive maintenance based on the technical needs of the factory. It helps to upgrade technical installations and equipment. It offers its know -how to production workers in matters of its subject, ensuring proper handling of equipment. They provide: interesting work. Payments analogous to work qualifications. continuous education. Very good work environment.
Technicians;Job Title: plumber Description: H? Meccanica Group A.E.I seek to hire hydraulic qualifications: IEK degree or Technical Vocational Professional Permit 
Technicians;Job Title: plumber Description: H? Meccanica Group A.E.I seek to hire hydraulic qualifications: IEK degree or Technical Vocational Professional Permit 
Technicians;Job Title: plumber Description: H? Meccanica Group A.E.I seek to hire hydraulic qualifications: IEK degree or Technical Vocational Professional Permit 
Technicians;Job Title: plumber Description: H? Meccanica Group A.E.I seek to hire hydraulic qualifications: IEK degree or Technical Vocational Professional Permit 
Technicians;Job Title: plumber Description: H? Meccanica Group A.E.I seek to hire hydraulic qualifications: IEK degree or Technical Vocational Professional Permit 
Technicians;Job Title: plumber Description: H? Meccanica Group A.E.I seek to hire hydraulic qualifications: IEK degree or Technical Vocational Professional Permit 
Technicians;Job Title: Maintenance Technician (plumber) Description: HB Body Abee, Group of Companies of Industries of Products of Automobile Products with export activity and leadership in the domestic market, wishes to staff the VIPE of Sindos Thessaloniki. Maintenance Technician (plumber) Ref.: PLU20 work duties: Daily control of all hydraulic installations and infrastructure of production plants and other buildings Monitoring the proper operation of facilities equipment (hydraulic systems, cooling / heating systems, fire safety networks, etc.) Maintenance and repair of lesions Supporters of General Duties Candidate qualifications: Professional School or IEK degree with thermal & Hydraulic Installation Technician At least two years of service as a maintenance technician in industrial installations holder professional and moral work behavior speed and immediacy in performing duties Corporate Amenities: satisfactory earnings package Group private insurance Integrated training program stable work environment Opportunities Interested parties are invited to send full resume note, stating the position code. Our company is pursuing a policy of equal opportunities. All applications will be examined under conditions of absolute confidentiality. We respect your privacy in accordance with the General Data Protection Regulation (GDPR).
Technicians;Job Title: Maintenance Technician (plumber) Description: HB Body Abee, Group of Companies/Industries of Products of Automobile Products and Leadership in the Domestic Market, wishes to staff the VIPE of Sindos Thessaloniki: Maintenance Technician (plumbing) Ref.: PLU20 work duties: Daily control of all hydraulic installations and infrastructure of production plants and other buildings Monitoring the proper operation of facilities equipment (hydraulic systems, cooling / heating systems, fire safety networks, etc.) Maintenance and repair of lesions Supporters of General Duties Candidate qualifications: Bachelor of Professional School or IEK in the direction of thermal and hydraulic installations technician At least two years of service as a maintenance technician in industrial installations holder professional and moral work behavior speed and immediacy in performing duties Corporate Amenities: satisfactory earnings package Group private insurance Integrated training program stable work environment Opportunities Interested parties are requested to send a full resume by stating the position code Our company is pursuing a policy of equal opportunities. All applications will be examined under conditions of absolute confidentiality. We respect your privacy in accordance with the General Data Protection Regulation (GDPR).
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire
Technicians;Job Title: Conservators / Electricians / Plumbers / Carpenters - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire its hotels in Rhodes during the summer season 2020 Conservators / Electricians / Hydraulics / Carpenters Required: Foreign Language Knowledge Knowledge Knowledge (optional) The company offers: Excellent working conditions in a luxurious and professional environment competitive earnings package accommodation and full time food 
Technicians;Job Title: Conservators / Electricians / Plumbers / Carpenters - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire its hotels in Rhodes during the summer season 2020 Conservators / Electricians / Hydraulics / Carpenters Required: Foreign Language Knowledge Knowledge Knowledge (optional) The company offers: Excellent working conditions in a luxurious and professional environment competitive earnings package accommodation and full time food 
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire its hotels in Rhodes for the Summer season 2020 Conservators / Electricians / Hydraulic Required: Maintenance of Foreign Language Knowledge (optional) The company offers: Excellent working conditions in luxurious and professional environment competitive salary package accommodation and food full? Employment 
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire its hotels in Rhodes for the Summer season 2020 Conservators / Electricians / Hydraulic Required: Maintenance of Foreign Language Knowledge (optional) The company offers: Excellent working conditions in luxurious and professional environment competitive salary package accommodation and food full? Employment 
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire its hotels in Rhodes for the Summer season 2020 Conservators / Electricians / Hydraulic Required: Maintenance of Foreign Language Knowledge (optional) The company offers: Excellent working conditions in luxurious and professional environment competitive salary package accommodation and food full? Employment 
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire its hotels in Rhodes for the Summer season 2020 Conservators / Electricians / Hydraulic Required: Maintenance of Foreign Language Knowledge (optional) The company offers: Excellent working conditions in luxurious and professional environment competitive salary package accommodation and food full? Employment 
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire its hotels in Rhodes for the Summer season 2020 Conservators / Electricians / Hydraulic Required: Maintenance of Foreign Language Knowledge (optional) The company offers: Excellent working conditions in luxurious and professional environment competitive salary package accommodation and food full? Employment 
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire its hotels in Rhodes for the Summer season 2021 maintenance / electricians / hydraulic qualifications: Holder of a Technical School of Service at least 3 years Maintenance of Foreign Language Knowledge (optional) The company offers: Excellent working conditions in luxurious and professional environment competitive salary package accommodation and food full? Employment 
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire its hotels in Rhodes for the Summer season 2021 maintenance / electricians / hydraulic qualifications: Holder of a Technical School of Service at least 3 years Maintenance of Foreign Language Knowledge (optional) The company offers: Excellent working conditions in luxurious and professional environment competitive salary package accommodation and food full? Employment 
Technicians;Job Title: Conservators / Electricians / Plumbers - Rhodes Description: Hhotels Collection (Hadjilazarou Business Group) wishes to hire its hotels in Rhodes for the Summer season 2021 maintenance / electricians / hydraulic qualifications: Holder of a Technical School of Service at least 3 years Maintenance of Foreign Language Knowledge (optional) The company offers: Excellent working conditions in luxurious and professional environment competitive salary package accommodation and food full? Employment 
Technicians;Job Title: plumber Description: Hydraulic is requested by a technical company in Thessaloniki for full -time employment.Send resume: customer.support@zesi.com.gr
Technicians;Job Title: plumber Description: HYDRAULIC licensed for immediate recruitment by a technical company in Athens.Permanent 8 -day work.Monthly earnings, insurance, education.Send resumes hr@iconstruction.gr Contact phone 2108314387
Technicians;Job Title: Sales Engineer - Industrial Refrigeration Description: icap executive search & amp Selection Part of ICAP Group, The Largest Business Services Group in South-Eastern Europe, is Among the Top Premium Consultancies in Greece. With More Than 40 Years of Experience, WE Specialize in Assessing and Recruiting Senior to Middle Level Executives Based on Our Client Needs. ICAP Executive Search, On Behalf of Its Client, Global Leading Company, is Looking for An Experienced Professional for the Position of: Sales Engineer - Industrial Refrigence (Ref. Code: 5487/Ser/Ess/Gr) Main Tasks: Mapping & Amp Establishment of New Customers Groups (In Industrial Cooling Market & Amp Sector), Active Acquisition of New Customers, Negotiation of Projects and Building Long-Term Relationships Support and Development of Direct Customers (Contractors and Refrialting Installeries) Technical and Commencement Installer and Commencement Installer and Commencement. Identify the customer's needs in order to challenge & amp Create Refrigeration Concepts by Promoting the Most Appropriaate Solutions, which Results Into Specified Projects Analyze Target Markets and Competition and Estimate New Opportunities Support Product Selection & amp Specification, Appropriaate Solution and Best Practice to Win Projects and Promote Company's Technologies and Innovative Products Represent the Company and the Products at Home Shows and Trade Fairs Provide on-Site Training, Product & Amph Commercial Presentations for Our Market Partners Forecast Sales, Develop Sales Strategies / Models and Give in Individual Sales Budget Requirements: University Degree in Engineering Will Be Cool In Key Account Management Customer Oriented Profile Team Player Stimulated by New Challenges Willing to Travel (Within Greece and Occasionally Abroad) PC Literate English (Written & Amp Spoken)
Technicians;Job Title: Sales Engineer - Industrial Refrigeration Description: ICAP Executive Search & Selection Part of ICAP Group, The Largest Business Services Group in South-Eastern Europe, is among the top premium consultancies in Greece. With More Than 40 Years of Experience, WE Specialize in Assessing and Recruiting Senior to Middle Level Executives Based on Our Client Needs. ICAP Executive Search, On Behalf of Its Client, Global Leading Company, Is Looking for An Experienced Professional for the Position of: Sales Engineer - Industrial Refrigence (Ref. Code: 5409/Ser/Ess/Gr) Main Tasks: Mapping & Establayment of New Customers Groups (In Industrial Cooling Market & Sector), Active Acquisition of New Customers, Negotiation of Projects and Building Long-Term Relationships Support and Development of Direct Customers (Contractors and Refrigence Installers) Technical and Commercial-Wis. identify the customer's needs in order to challenge & create refrigeration concepts by promoting the most appropriate solutions, which results into specified projects analyze target markets and competition and estimate new opportunities support product selection & specification, appropriate solution and best practice to win projects and promote company's Technologies and Innovative Products Represent the Company and the Products at Home Shows and Trade Fairs Provide on-Site Training, Product & Commercial Presentations for our Market Partners Forecast Sales, Develop Sales Strategies/Models and Give Input Input Be Considered an Asset 3 to 5 years of Experience and in Depth-Knowledge of Industrial Cooling / Refrigeration Profile Team Player Stimulated by New Challenges Willing to Travel (Within Greece and Occasionally Abroad) PC Literate English (Written & Spoken)
Technicians;Job Title: Electrical Engineer / Craftsmen Electricians Description: Ilvief, a dynamic Greek manufacturer of medium and low voltage electric tables, based in Volos, operating worldwide, having collaborations with the largest suppliers of electrical material. Due to the expansion of our activity, we are looking for an electrical engineer for staffing. Basic qualifications: dynamic character, problem solving. Ability to perform many tasks at the same time and under pressure. team spirit of work. Communication Skill. Recall Profile Profile Degree in Electrical Engineering SA will be considered an additional qualification. Knowledge of automation systems. Knowledge of AutoCAD, Eplan, See Electrical design programs. Excellent knowledge of MS Office. Excellent knowledge of English. Work experience in the subject will be taken into account. team spirit of work. Consistency, hard work, high performance under pressure. Frequed profile of a candidate for a degree will be considered an additional qualification. Excellent ability to understand and apply an electrical plan. Minimum service in a similar position of 2-3 years and especially in industrial environment. The English Language Company Knowledge offers: Continuous training excellent prospects for evolution support and supervision by experienced executives can send full resume by email by selecting '' Application ''.
Technicians;Job Title: Technicians of various specialties (refrigerants, plumbers Description: In Kotsovolos, a member of the International Group of Dixons, we believe in the continued development and development of our company and our 2,700 people. We invest in our 94 stores, creating two modern training centers and counting over 53,000 hours of training a year. Innovation is our passion, we have been planning tomorrow and, for 69 years, we have first brought technological developments for a better life. We are looking for: Cools (with a master's license and F-GAS management certification) plumbing (graduates with a license to practice) electricians (Graduates B or C with a license to practice) in the context of developing our services, take a place in the best group.
Technicians;Job Title: Technicians of various specialties (refrigerants, plumbers, electricians) Description: In Kotsovolos, a member of the International Group of Dixons, we believe in the continued development and development of our company and our 2,700 people. We invest in our 94 stores, creating two modern training centers and counting over 53,000 hours of training a year. Innovation is our passion, we have been planning tomorrow and, for 69 years, we have first brought technological developments for a better life. As part of the development of our services, take a place in the Best team by making your application here: [To make your application, click here.] We look for: Refrigerators (with a master's license and F-GAS Management Certification) Hydraulic (graduates with a license to practice) Electricians (graduates B or C with a license to practice)
Technicians;Job Title: plumber Description: Ingroup is looking for a customer company: plumber The new partner will be employed to cover a specific project for a certain time by providing his services.Qualifications: TEI/IEK graduate Previous experience desirable Required consistency and hard work capability of shifts are provided: Satisfactory salary insurance interested parties who believe that they can respond vigorously to the requirements of the position are requested to send their resume [to send your resumeclick here.]
Technicians;Job Title: Distributors with electric bicycle for product -Athens deliveries (center) Description: Ingroup, searches for its customer company: Distributors with electric bicycles - Athens (Center) (HR 269) Role: New Partners will be responsible for the transportation and delivery of bike orders on behalf of a chain of stores as well as Management of the Fund for the products they deliver to the customer. The transport will be exclusively with electric bicycles and will concern the wider area of ​​downtown Athens. The equipment is entirely provided by the Company. Press: High School Diploma degree/TEI/IEK Optional Essentials: Courtness, Flexibility, Mood for Service Work: With a 2-month contract with the possibility of renewal. Interested parties who believe they can respond vigorously to the requirements of the post are kindly requested to send their resume by e-mail: cv@ingroup.gr
Technicians;Job Title: Mechanical Engineers/ Electricians Description: A large pharmaceutical industry with a leading position in the production area of medicines and cosmetic products calls for [link removed] electricians based in Athens necessary qualifications/ job requirements: TEI graduate.Mechanical or Electrical Engineering or other corresponding technical school work experience in pharmaceutical industry and/or industry in general good knowledge of English and PCs. Job Requirements
Technicians;Job Title: Maintenance Technician (plumber) Description: Adecco, on behalf of its client, well -known large shopping center, is looking for one (1) person to staff the following position: Maintenance Technician (plumber) Location Description General Supervision of facilities (hydraulic systems, cooling-heating systems, etc.) Maintenance and repair of equipment and all infrastructure supporters of the General Profile Profile Profile of EPAL / IEK / TEI Profile Diploma. Installations or large gatherings of Common Councils Necessed Holders of Profession Ability Contact the candidates who meet the requirements of the position to be staffed to set an interview meeting. For more jobs visit our website [Link Removed] and enter your resume at our base. To register your resume at the base of Adecco it is recommended to use Google Chrome. All applications are considered completely confidential. Job Requirements Adecco, on behalf of its client, well -known large shopping center, is looking for one (1) person to staff the following position: Maintenance Technician (plumber) Location Description General Supervision of facilities (hydraulic systems, cooling-heating systems, etc.) Maintenance and repair of equipment and all infrastructure supporters of the General Profile Profile Profile of EPAL / IEK / TEI Profile Diploma. Installations or large gatherings of Common Councils Necessed Holders of Profession Ability Contact the candidates who meet the requirements of the position to be staffed to set an interview meeting. For more jobs visit our website [Link Removed] and enter your resume at our base. To register your resume at the base of Adecco it is recommended to use Google Chrome. All applications are considered completely confidential.
Technicians;Job Title: Electricians / Technicians of Fiber Optical Networks Description: ARTEMIS ITS is looking for electric artists and artisans for full -time fiber network in Germany. Basic Responsibilities: FTTH / FTTB work on projects in Germany. Installation of fiber optic network, configuration, maintenance, rehabilitation of problems in various spaces (from houses to large businesses). Small scale structural work (introduction of fiber into buildings, drilling of holes). Management of materials, machines, equipment. Work Requirements: Frequent movements and stay in various cities in Germany. Collection of technical data. Analysis and task. All tasks are performed in accordance with the specifications set by the client necessary: ​​Ability to move / travel in a short period of time excellent ability to communicate and operate in a group. Ability to manage many tasks at the same time and work under relative pressure. Organization, methodicality, effective time management and priorities. Driving License. Excellent ability to communicate and operate in a group additional qualifications: Desired fiber or web. desirable knowledge of English or German. Note: Before starting and performing tasks there will be a time of training on the subject as well as internships in a corresponding technical project. Job Requirements
